id,skill_level,speed_std,acc_std,jerk_mean,lane_deviation_mean,follow_dist_mean,harsh_freq,lane_change_freq,critical_ttc_count,critical_thw_count
947,Expert,3.986,0.614,0.25,0.231,21.657,0.0,0.0,0,205
948,Expert,4.05,0.288,0.253,0.615,47.953,0.0,0.0,0,233
949,Expert,1.243,0.191,0.259,0.468,74.931,0.0,0.087,15,111
950,Expert,0.438,0.111,0.33,0.118,62.475,0.0,0.0,0,127
951,Expert,1.181,0.22,0.277,0.762,50.732,0.0,0.0,0,235
952,Expert,0.565,0.039,0.202,0.469,79.827,0.0,0.0,0,0
953,Expert,0.993,0.228,0.344,0.139,50.215,0.0,0.0,0,229
955,Expert,0.493,0.09,0.431,0.395,90.048,0.0,0.0,0,0
957,Expert,2.545,0.286,0.323,0.567,19.75,0.0,0.0,0,303
958,Expert,0.92,0.215,0.412,0.226,18.591,0.0,0.0,0,298
960,Expert,1.856,0.217,0.293,0.081,41.481,0.0,0.0,0,272
961,Expert,4.339,0.232,0.264,0.037,25.186,0.0,0.0,0,274
963,Expert,2.614,0.102,0.345,0.715,41.093,0.0,0.0,0,0
964,Expert,2.289,0.234,0.303,0.203,36.342,0.0,0.0,0,370
965,Expert,3.614,0.317,0.466,0.114,73.993,0.0,0.0,0,26
966,Expert,0.885,0.099,0.327,0.597,54.981,0.0,0.076,0,0
970,Expert,0.839,0.064,0.185,0.536,38.256,0.0,0.0,0,369
971,Expert,0.897,0.041,0.223,0.249,0.0,0.0,0.0,0,0
972,Expert,1.205,0.106,0.196,0.541,23.385,0.0,0.076,0,291
973,Expert,0.844,0.112,0.29,0.548,49.44,0.0,0.0,0,0
974,Expert,0.885,0.11,0.289,0.376,0.0,0.0,0.0,0,0
975,Expert,0.969,0.168,0.276,0.11,33.473,0.0,0.0,0,288
976,Expert,1.001,0.164,0.388,0.113,44.358,0.0,0.0,0,227
977,Expert,4.83,0.369,0.278,0.502,19.803,0.0,0.066,41,340
978,Expert,0.832,0.19,0.634,0.398,40.227,0.0,0.0,0,276
980,Expert,1.337,0.191,0.261,0.346,37.328,0.0,0.0,0,331
981,Expert,0.322,0.079,0.454,0.675,64.29,0.0,0.0,0,0
982,Expert,0.654,0.031,0.215,0.298,58.595,0.0,0.0,0,0
983,Expert,1.257,0.231,0.37,0.127,25.425,0.0,0.0,0,357
985,Expert,1.27,0.216,0.522,0.543,78.518,0.0,0.079,0,63
986,Expert,3.715,0.366,0.669,0.165,39.263,0.0,0.0,0,269
987,Expert,1.948,0.248,0.382,0.187,36.126,0.0,0.0,0,270
988,Expert,3.903,0.25,0.419,0.844,92.809,0.0,0.084,0,46
989,Expert,6.427,0.215,0.25,0.201,38.498,0.0,0.0,0,262
990,Expert,0.886,0.086,0.409,0.19,104.55,0.0,0.0,0,0
991,Expert,5.576,0.288,0.189,0.317,30.39,0.0,0.0,0,256
992,Expert,1.974,0.274,0.172,0.423,71.034,0.0,0.0,0,0
994,Expert,0.426,0.074,0.243,0.967,18.456,0.0,0.0,0,386
996,Expert,0.562,0.097,0.214,0.16,18.427,0.0,0.0,0,387
998,Expert,3.6,0.203,0.325,0.247,85.896,0.0,0.0,0,0
1002,Expert,0.554,0.089,0.352,0.646,86.385,0.0,0.0,0,0
1003,Expert,2.647,0.116,0.117,0.214,90.36,0.0,0.0,0,0
1005,Expert,0.791,0.082,0.289,0.158,80.794,0.0,0.0,0,0
1007,Expert,1.962,0.077,0.251,0.165,30.366,0.0,0.0,0,254
1008,Expert,1.419,0.077,0.239,0.287,14.597,0.0,0.0,0,450
1009,Expert,0.51,0.049,0.242,0.339,71.413,0.0,0.0,0,0
1010,Expert,0.149,0.076,0.559,0.194,61.834,0.0,0.0,0,0
1011,Expert,1.126,0.119,0.335,0.385,24.705,0.0,0.0,0,379
1012,Expert,7.697,0.232,0.401,0.656,20.997,0.0,0.068,0,320
1013,Expert,0.511,0.112,0.347,0.217,35.001,0.0,0.0,0,246
1014,Expert,2.115,0.087,0.248,0.203,95.582,0.0,0.0,0,0
1016,Expert,1.508,0.159,0.418,0.185,20.508,0.0,0.0,0,279
1017,Expert,0.964,0.218,0.308,0.397,15.396,0.0,0.0,0,279
1018,Expert,0.968,0.154,0.413,0.329,48.0,0.0,0.0,0,232
1019,Expert,0.964,0.059,0.392,0.401,96.741,0.0,0.0,0,0
1020,Expert,0.154,0.066,0.286,0.133,101.057,0.0,0.0,0,0
1021,Expert,4.49,0.229,0.511,0.617,90.25,0.0,0.072,0,0
1023,Expert,0.985,0.08,0.237,0.131,87.106,0.0,0.0,0,4
1025,Expert,1.346,0.153,0.25,0.176,0.0,0.0,0.0,0,0
1026,Expert,2.251,0.074,0.219,0.951,75.828,0.0,0.079,0,46
1027,Expert,3.035,0.046,0.243,0.269,37.117,0.0,0.0,0,282
1029,Expert,2.365,0.344,0.783,0.883,38.204,0.0,0.156,7,253
1030,Expert,7.592,0.445,0.431,0.235,24.638,0.0,0.0,0,269
1031,Expert,1.708,0.239,0.862,0.348,30.777,0.0,0.076,0,304
1032,Expert,0.65,0.224,0.295,0.361,44.454,0.0,0.0,0,276
1033,Expert,3.237,0.33,0.43,0.168,89.228,0.0,0.0,0,0
1034,Expert,1.945,0.112,0.357,0.357,86.111,0.0,0.0,0,0
1035,Expert,1.102,0.076,0.203,0.152,85.826,0.0,0.0,0,0
1036,Expert,0.523,0.094,0.293,0.259,112.276,0.0,0.0,0,0
1037,Expert,1.457,0.268,0.233,0.281,39.899,0.0,0.0,0,256
